dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1704067200,2024-01-01 00:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.58,9999,5.33,5.05,7.89,9.11,995,,,80,7.2,240,0,,,,,75,803,Clouds,broken clouds,04n
1704070800,2024-01-01 01:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.34,9999,5.1,4.59,7.84,9.6,996,,,80,7.72,250,,,,,,75,803,Clouds,broken clouds,04n
1704074400,2024-01-01 02:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.21,9999,4.79,4.58,7.33,9.05,997,,,79,7.2,250,0,,,,,75,803,Clouds,broken clouds,04n
1704078000,2024-01-01 03:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.33,9999,4.72,4.73,7.89,9.05,998,,,78,7.2,250,0,,,,,100,804,Clouds,overcast clouds,04n
1704081600,2024-01-01 04:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.61,9999,4.44,5.41,7.9,9.6,999,,,75,6.2,250,0,,,,,100,804,Clouds,overcast clouds,04n
1704085200,2024-01-01 05:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.34,9999,4.36,5.67,7.33,9.05,1000,,,76,4.63,250,,,,,,75,500,Rain,light rain,10n
1704088800,2024-01-01 06:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.08,9999,4.11,4.91,6.78,8.49,1001,,,76,5.7,240,0,,,,,75,803,Clouds,broken clouds,04n
1704092400,2024-01-01 07:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.61,9999,4.02,4.32,6.73,7.95,1002,,,78,5.7,240,0,,,,,0,800,Clear,sky is clear,01n
1704096000,2024-01-01 08:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.17,9999,3.96,3.76,6.49,7.94,1003,,,80,5.7,240,0,,,,,0,800,Clear,sky is clear,01n
1704099600,2024-01-01 09:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.17,9999,3.78,3.58,6.49,7.95,1004,,,79,6.2,250,0,,,,,0,800,Clear,sky is clear,01d
1704103200,2024-01-01 10:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.46,9999,3.88,4.13,6.49,8,1004,,,78,5.7,250,0,,,,,0,800,Clear,sky is clear,01d
1704106800,2024-01-01 11:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.31,9999,4.15,5.42,7.84,8.49,1005,,,75,5.14,240,,,,,,0,800,Clear,sky is clear,01d
1704110400,2024-01-01 12:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.88,9999,4.31,6.34,8.16,9.11,1005,,,73,4.63,240,,,,,,0,800,Clear,sky is clear,01d
1704114000,2024-01-01 13:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.62,9999,4.25,6.02,8.16,9.11,1004,,,74,4.63,230,,,,,,0,800,Clear,sky is clear,01d
1704117600,2024-01-01 14:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.97,9999,4.78,7.2,8.16,9.11,1004,,,75,3.13,223,4.02,,,,,0,800,Clear,sky is clear,01d
1704121200,2024-01-01 15:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.07,9999,5.26,7.06,8.44,9.4,1003,,,77,3.6,210,0,,,,,0,800,Clear,sky is clear,01d
1704124800,2024-01-01 16:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.92,9999,5.84,7.47,7.89,9.6,1002,,,81,2.6,180,0,1.91,,,,40,501,Rain,moderate rain,10d
1704128400,2024-01-01 17:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.56,9999,6.52,6.72,7.86,9.05,1002,,,87,3.1,170,0,0.51,,,,40,500,Rain,light rain,10n
1704132000,2024-01-01 18:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.77,9999,7.38,6.43,8.16,9.11,1000,,,91,4.12,160,,0.51,,,,75,500,Rain,light rain,10n
1704135600,2024-01-01 19:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.19,9999,7.8,6.52,8.71,9.66,998,,,91,5.14,170,,1.27,,,,75,501,Rain,moderate rain,10n
1704139200,2024-01-01 20:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.48,9999,8.09,6.89,8.71,9.95,996,,,91,5.14,170,,1.52,,,,75,501,Rain,moderate rain,10n
1704142800,2024-01-01 21:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.58,9000,8.19,6.81,9.27,10.16,993,,,91,5.7,160,0,2.03,,,,100,501,Rain,moderate rain,10n
1704146400,2024-01-01 22:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.11,9999,9.03,9.6,9.82,10.78,991,,,93,4.63,180,,1.78,,,,75,501,Rain,moderate rain,10n
1704150000,2024-01-01 23:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.9,9999,9.81,10.47,10.38,11.33,990,,,93,5.7,200,0,1.02,,,,75,501,Rain,moderate rain,10n
1704153600,2024-01-02 00:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.26,9999,10.01,10.84,10.94,11.95,989,,,92,5.7,220,0,0.76,,,,100,500,Rain,light rain,10n
1704157200,2024-01-02 01:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.95,5000,10.85,11.63,11.49,12.44,989,,,93,7.72,230,,,,,,100,300,Drizzle,light intensity drizzle,09n
1704160800,2024-01-02 02:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,12.36,9999,10.6,11.98,11.18,12.95,989,,,89,6.71,143,9.39,,,,,75,803,Clouds,broken clouds,04n
1704164400,2024-01-02 03:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,12.05,9999,9.96,11.58,11.19,12.44,990,,,87,6.7,250,0,,,,,40,802,Clouds,scattered clouds,03n
1704168000,2024-01-02 04:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.71,9999,9.1,11.13,10.64,12.18,991,,,84,5.14,260,,,,,,40,802,Clouds,scattered clouds,03n
1704171600,2024-01-02 05:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.59,9999,9.16,11.02,10.94,11.95,991,,,85,4.63,240,,,,,,0,800,Clear,sky is clear,01n
1704175200,2024-01-02 06:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.77,9999,9.16,11.2,10.94,11.95,991,,,84,6.2,240,0,,,,,0,800,Clear,sky is clear,01n
1704178800,2024-01-02 07:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.71,9999,9.45,11.18,11.17,12.38,990,,,86,3.6,220,0,,,,,20,801,Clouds,few clouds,02n
1704182400,2024-01-02 08:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.3,8000,9.55,10.81,10.67,11.95,989,,,89,2.6,200,8.2,0.51,,,,40,500,Rain,light rain,10n
1704186000,2024-01-02 09:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.05,6000,9.8,10.61,10.64,11.33,988,,,92,2.6,160,0,1.27,,,,75,501,Rain,moderate rain,10d
1704189600,2024-01-02 10:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.13,5000,10.04,10.73,10.94,11.89,986,,,93,2.6,120,0,3.05,,,,75,501,Rain,moderate rain,10d
1704193200,2024-01-02 11:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,12.36,9999,11.1,12.05,11.49,13,984,,,92,5.7,220,10.8,1.02,,,,75,501,Rain,moderate rain,10d
1704196800,2024-01-02 12:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,12.44,4700,11.01,12.12,12.05,13,982,,,91,6.2,200,11.3,1.02,,,,75,310,Drizzle,light intensity drizzle rain,09d
1704196800,2024-01-02 12:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,12.44,4700,11.01,12.12,12.05,13,982,,,91,6.2,200,11.3,1.02,,,,75,501,Rain,moderate rain,10d
1704200400,2024-01-02 13:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,12.83,9999,11.4,12.54,12.05,13.49,979,,,91,7.72,200,13.89,1.67,,,,75,501,Rain,moderate rain,10d
1704204000,2024-01-02 14:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,13.53,9999,11.24,13.18,12.6,14.05,978,,,86,8.23,220,15.43,0.62,,,,75,500,Rain,light rain,10d
1704207600,2024-01-02 15:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,12.48,5000,10.38,12.06,12.05,13.49,978,,,87,8.8,230,14.9,0.14,,,,100,500,Rain,light rain,10d
1704211200,2024-01-02 16:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.85,9999,6.97,10.97,10.94,12.44,978,,,72,13.4,250,20.1,,,,,75,803,Clouds,broken clouds,04d
1704214800,2024-01-02 17:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.65,9999,6.98,10.78,10.94,12.4,981,,,73,14.92,250,21.61,,,,,75,803,Clouds,broken clouds,04n
1704218400,2024-01-02 18:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.25,9999,7.37,10.44,10.06,11.44,983,,,77,11.83,260,19.03,0.64,,,,75,500,Rain,light rain,10n
1704222000,2024-01-02 19:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.88,9999,7.39,10.09,10.62,11.27,985,,,79,9.8,250,18,,,,,75,803,Clouds,broken clouds,04n
1704225600,2024-01-02 20:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.1,9999,7.04,10.25,10.12,11.33,986,,,76,9.3,250,14.4,,,,,100,804,Clouds,overcast clouds,04n
1704229200,2024-01-02 21:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11,9999,6.94,10.14,10.11,11.33,987,,,76,9.3,250,15.4,,,,,100,804,Clouds,overcast clouds,04n
1704232800,2024-01-02 22:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.53,10000,7.23,9.73,9.27,10.94,988,,,80,9.26,250,,,,,,75,803,Clouds,broken clouds,04n
1704236400,2024-01-02 23:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.59,10000,7.29,9.79,9.82,10.94,989,,,80,7.72,250,,,,,,75,803,Clouds,broken clouds,04n
1704240000,2024-01-03 00:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.58,10000,7.28,9.78,9.55,10.94,989,,,80,6.69,240,,,,,,75,803,Clouds,broken clouds,04n
1704243600,2024-01-03 01:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.07,10000,6.96,9.25,9.27,10.72,989,,,81,6.17,250,,,,,,40,802,Clouds,scattered clouds,03n
1704247200,2024-01-03 02:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10,10000,7.25,7.54,9.27,10.78,989,,,83,5.14,240,,,,,,40,802,Clouds,scattered clouds,03n
1704250800,2024-01-03 03:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.98,10000,7.41,7.92,8.97,10.22,988,,,84,4.12,240,,,,,,20,801,Clouds,few clouds,02n
1704254400,2024-01-03 04:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.02,10000,7.27,9.24,9.27,10.72,989,,,83,5.81,188,7.15,,,,,20,801,Clouds,few clouds,02n
1704258000,2024-01-03 05:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.13,10000,7.2,9.34,9.51,10.78,989,,,82,6.69,250,,,,,,100,804,Clouds,overcast clouds,04n
1704261600,2024-01-03 06:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.99,10000,7.06,7.34,9,10.72,989,,,82,5.66,240,,,,,,75,803,Clouds,broken clouds,04n
1704265200,2024-01-03 07:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.55,10000,6.63,6.97,8.44,10.16,989,,,82,5.14,240,,,,,,20,801,Clouds,few clouds,02n
1704268800,2024-01-03 08:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.48,10000,6.56,6.89,8.41,10.16,990,,,82,5.14,240,,,,,,20,801,Clouds,few clouds,02n
1704272400,2024-01-03 09:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.88,10000,7.13,7.58,8.95,10.22,990,,,83,4.63,230,,,,,,20,801,Clouds,few clouds,02d
1704276000,2024-01-03 10:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.98,10000,7.67,10.22,9.82,11.27,990,,,80,4.63,240,,,,,,40,802,Clouds,scattered clouds,03d
1704279600,2024-01-03 11:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.66,10000,7.77,10.89,10.67,12.38,989,,,77,5.66,250,,,,,,75,803,Clouds,broken clouds,04d
1704283200,2024-01-03 12:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,11.32,10000,7.44,10.52,9.51,12.4,989,,,77,6.69,230,,2.29,,,,75,501,Rain,moderate rain,10d
1704286800,2024-01-03 13:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.28,10000,8.04,9.61,9.82,11.22,989,,,86,5.66,250,,,,,,75,803,Clouds,broken clouds,04d
1704290400,2024-01-03 14:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.93,10000,7.8,10.19,10.64,11.94,989,,,81,7.2,260,,,,,,40,802,Clouds,scattered clouds,03d
1704294000,2024-01-03 15:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.74,10000,7.25,9.93,9.82,11.83,989,,,79,7.72,260,12.86,,,,,75,803,Clouds,broken clouds,04d
1704297600,2024-01-03 16:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.16,10000,7.23,9.37,9.56,10.78,990,,,82,6.69,260,,0.25,,,,75,500,Rain,light rain,10d
1704301200,2024-01-03 17:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,10.53,10000,7.59,9.78,9.52,10.94,992,,,82,6.69,250,,,,,,75,803,Clouds,broken clouds,04n
1704304800,2024-01-03 18:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.65,10000,7.43,6.43,9.27,10.16,993,,,86,7.2,260,,0.25,,,,75,500,Rain,light rain,10n
1704308400,2024-01-03 19:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.57,10000,7.52,6.64,8.71,10.06,994,,,87,6.17,250,,0.51,,,,75,500,Rain,light rain,10n
1704312000,2024-01-03 20:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.14,10000,7.26,6.46,8.41,9.94,995,,,88,5.14,260,,0.25,,,,75,500,Rain,light rain,10n
1704315600,2024-01-03 21:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.12,10000,7.4,6.07,8.41,9.94,996,,,89,6.17,250,,,,,,100,804,Clouds,overcast clouds,04n
1704319200,2024-01-03 22:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.04,10000,7.16,6.14,8.41,9.5,997,,,88,5.66,260,,,,,,75,803,Clouds,broken clouds,04n
1704322800,2024-01-03 23:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,9.02,10000,6.81,5.94,7.86,9.6,998,,,86,6.17,250,,,,,,75,803,Clouds,broken clouds,04n
1704326400,2024-01-04 00:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.85,10000,6.81,5.9,7.86,9.05,999,,,87,5.66,250,,,,,,40,802,Clouds,scattered clouds,03n
1704330000,2024-01-04 01:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.87,10000,6.83,6.12,7.86,9.6,1000,,,87,5.14,250,,,,,,100,804,Clouds,overcast clouds,04n
1704333600,2024-01-04 02:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.55,10000,6.51,5.72,7.89,9.05,1000,,,87,5.14,240,,,,,,75,803,Clouds,broken clouds,04n
1704337200,2024-01-04 03:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.86,10000,6.82,5.91,7.89,9.11,1001,,,87,5.66,250,,,,,,40,802,Clouds,scattered clouds,03n
1704340800,2024-01-04 04:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.49,10000,6.29,5.45,7.3,8.94,1001,,,86,5.66,250,,,,,,75,803,Clouds,broken clouds,04n
1704344400,2024-01-04 05:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.85,10000,5.66,4.64,6.75,9.05,1002,,,86,5.66,250,,,,,,20,801,Clouds,few clouds,02n
1704348000,2024-01-04 06:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.34,10000,5.32,4.2,5.67,7.94,1003,,,87,5.14,250,,,,,,48,802,Clouds,scattered clouds,03n
1704351600,2024-01-04 07:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.05,10000,5.04,4.6,5.11,7.38,1003,,,87,3.6,240,,,,,,37,802,Clouds,scattered clouds,03n
1704355200,2024-01-04 08:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,6.56,10000,4.55,3.46,5.06,6.94,1003,,,87,4.63,240,,,,,,15,801,Clouds,few clouds,02n
1704358800,2024-01-04 09:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,6.61,10000,4.6,3.77,5.38,7.38,1004,,,87,4.12,250,,,,,,83,803,Clouds,broken clouds,04d
1704362400,2024-01-04 10:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.78,10000,5.08,5.79,6.73,8,1004,,,83,3.09,240,,,,,,100,804,Clouds,overcast clouds,04d
1704366000,2024-01-04 11:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.41,10000,5.34,6.89,7.6,9.05,1004,,,81,2.57,240,,,,,,100,804,Clouds,overcast clouds,04d
1704369600,2024-01-04 12:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.88,10000,5.62,7.84,8.16,9.11,1003,,,80,2.06,210,7.2,,,,,100,804,Clouds,overcast clouds,04d
1704373200,2024-01-04 13:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.88,10000,5.62,7.84,8.16,9.11,1002,,,80,2.06,210,,,,,,100,804,Clouds,overcast clouds,04d
1704376800,2024-01-04 14:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.56,10000,5.67,7.46,8.16,9.11,1001,,,82,2.06,110,,,,,,100,804,Clouds,overcast clouds,04d
1704380400,2024-01-04 15:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.86,10000,5.96,6.8,7.89,9.02,1000,,,82,3.6,110,,0.2,,,,100,500,Rain,light rain,10d
1704384000,2024-01-04 16:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.29,8000,6.26,5.84,7.6,9.05,998,,,87,4.12,120,,1.02,,,,100,501,Rain,moderate rain,10d
1704387600,2024-01-04 17:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.1,8000,5.9,5.61,7.05,8.51,997,,,86,4.12,70,,4.06,,,,100,502,Rain,heavy intensity rain,10n
1704391200,2024-01-04 18:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.44,5000,5.75,3.75,6.78,8,995,,,89,6.69,60,,5.59,,,,75,502,Rain,heavy intensity rain,10n
1704394800,2024-01-04 19:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.7,1400,6,4.45,7.28,8.55,994,,,89,5.66,70,,4.32,,,,100,502,Rain,heavy intensity rain,10n
1704398400,2024-01-04 20:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.3,7000,6.76,6.12,7.05,9.66,993,,,90,3.6,100,,9.4,,,,100,502,Rain,heavy intensity rain,10n
1704402000,2024-01-04 21:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.55,10000,7.33,6.71,7.05,9.94,992,,,92,3.09,0,,0.76,,,,75,500,Rain,light rain,10n
1704405600,2024-01-04 22:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,8.73,10000,7.18,7.27,7.05,9.62,992,,,90,2.57,180,,0.22,,,,40,500,Rain,light rain,10n
1704409200,2024-01-04 23:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.65,10000,6.12,6.25,6.18,9.11,992,,,90,2.24,271,2.68,2.03,,,,75,501,Rain,moderate rain,10n
1704412800,2024-01-05 00:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,6.59,2500,5.23,3.49,5.62,7.44,992,,,91,4.63,300,,0.76,,,,100,311,Drizzle,rain and drizzle,09n
1704412800,2024-01-05 00:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,6.59,2500,5.23,3.49,5.62,7.44,992,,,91,4.63,300,,0.76,,,,100,500,Rain,light rain,10n
1704416400,2024-01-05 01:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.8,10000,4.29,2.05,4.82,6.94,992,,,90,5.66,310,,0.25,,,,100,500,Rain,light rain,10n
1704420000,2024-01-05 02:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.27,3100,4.08,0.61,4.82,5.94,993,,,92,7.72,300,,0.68,,,,100,300,Drizzle,light intensity drizzle,09n
1704420000,2024-01-05 02:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.27,3100,4.08,0.61,4.82,5.94,993,,,92,7.72,300,,0.68,,,,100,500,Rain,light rain,10n
1704423600,2024-01-05 03:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.27,10000,3.77,0.61,4.55,6.27,995,,,90,7.72,300,,1.01,,,,100,501,Rain,moderate rain,10n
1704427200,2024-01-05 04:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.27,10000,3.77,0.15,4.56,6.27,996,,,90,9.26,300,15.43,0.72,,,,100,500,Rain,light rain,10n
1704430800,2024-01-05 05:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.66,10000,4.31,1.67,5.11,6.27,996,,,91,6.17,280,,0.25,,,,100,500,Rain,light rain,10n
1704434400,2024-01-05 06:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.68,10000,4.33,1.5,4.82,6.83,997,,,91,6.69,290,,0.25,,,,100,500,Rain,light rain,10n
1704438000,2024-01-05 07:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.71,10000,4.36,1.36,4.82,6.83,998,,,91,7.2,280,,0.15,,,,75,500,Rain,light rain,10n
1704441600,2024-01-05 08:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.71,10000,4.2,1.73,4.82,6.83,999,,,90,6.17,290,,,,,,75,803,Clouds,broken clouds,04n
1704445200,2024-01-05 09:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.7,10000,4.19,1.72,4.82,6.83,1000,,,90,6.17,280,,,,,,100,804,Clouds,overcast clouds,04d
1704448800,2024-01-05 10:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.87,10000,4.2,2.14,5.11,6.94,1001,,,89,5.66,280,,,,,,75,803,Clouds,broken clouds,04d
1704452400,2024-01-05 11:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,6.37,10000,4.53,2.77,5.67,7.38,1002,,,88,5.66,290,,,,,,100,804,Clouds,overcast clouds,04d
1704456000,2024-01-05 12:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,6.79,10000,4.78,3.1,5.94,7.44,1002,,,87,6.17,290,,,,,,75,803,Clouds,broken clouds,04d
1704459600,2024-01-05 13:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.04,10000,4.86,3.83,6.78,8.49,1002,,,86,5.14,290,,,,,,75,803,Clouds,broken clouds,04d
1704463200,2024-01-05 14:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.43,10000,5.08,4.54,6.78,7.94,1003,,,85,4.63,310,,,,,,100,804,Clouds,overcast clouds,04d
1704466800,2024-01-05 15:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.47,10000,4.95,4.59,7.05,8.49,1004,,,84,4.63,300,,,,,,100,804,Clouds,overcast clouds,04d
1704470400,2024-01-05 16:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.36,10000,5.18,5.28,6.49,7.94,1004,,,86,3.09,300,,,,,,100,804,Clouds,overcast clouds,04d
1704474000,2024-01-05 17:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.29,10000,4.94,5.56,6.49,7.94,1005,,,85,2.57,300,,,,,,100,804,Clouds,overcast clouds,04n
1704477600,2024-01-05 18:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,7.29,10000,4.94,5.2,6.49,7.94,1006,,,85,3.09,300,,,,,,100,500,Rain,light rain,10n
1704481200,2024-01-05 19:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,6.88,9000,4.87,5.07,6.49,7.44,1007,,,87,2.57,310,,,,,,75,500,Rain,light rain,10n
1704484800,2024-01-05 20:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,6.28,10000,4.6,6.28,5.94,7.28,1007,,,89,1.03,0,,,,,,75,803,Clouds,broken clouds,04n
1704488400,2024-01-05 21:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.78,10000,4.11,4.79,5.16,6.73,1008,,,89,1.54,310,,,,,,75,803,Clouds,broken clouds,04n
1704492000,2024-01-05 22:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.5,10000,3.99,4.47,4.27,6.17,1008,,,90,1.54,300,,,,,,75,803,Clouds,broken clouds,04n
1704495600,2024-01-05 23:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.11,10000,3.61,3.44,3.71,6.17,1009,,,90,2.06,300,,,,,,75,803,Clouds,broken clouds,04n
1704499200,2024-01-06 00:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.57,10000,4.06,3.52,4.82,6.17,1010,,,90,2.57,300,,,,,,100,804,Clouds,overcast clouds,04n
1704502800,2024-01-06 01:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.59,10000,4.24,4,4.82,6.17,1010,,,91,2.06,300,,,,,,100,804,Clouds,overcast clouds,04n
1704506400,2024-01-06 02:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.6,10000,4.09,4.01,4.82,6.27,1011,,,90,2.06,300,,,,,,100,804,Clouds,overcast clouds,04n
1704510000,2024-01-06 03:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.69,10000,4.18,3.27,5.38,6.27,1011,,,90,3.09,300,,,,,,100,804,Clouds,overcast clouds,04n
1704513600,2024-01-06 04:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.62,10000,3.95,3.58,4.82,6.27,1012,,,89,2.57,300,,,,,,75,803,Clouds,broken clouds,04n
1704517200,2024-01-06 05:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.6,10000,3.77,4.01,4.82,6.27,1012,,,88,2.06,340,,,,,,100,804,Clouds,overcast clouds,04n
1704520800,2024-01-06 06:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.59,10000,3.6,4.57,4.55,5.94,1013,,,87,1.54,360,,,,,,100,804,Clouds,overcast clouds,04n
1704524400,2024-01-06 07:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.26,10000,3.28,2.75,4.55,5.94,1014,,,87,3.09,300,,,,,,100,804,Clouds,overcast clouds,04n
1704528000,2024-01-06 08:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.27,10000,3.29,3.16,4.55,6.27,1015,,,87,2.57,310,,,,,,100,804,Clouds,overcast clouds,04n
1704531600,2024-01-06 09:00:00 +0000 UTC,0,Custom location,51.5073,-0.122223,5.6,10000,3.45,3.55,4.55,6.27,1016,,,86,2.57,330,,,,,,100,804,Clouds,overcast clouds,04d
